Maintaining Region,Owning Region,County,Municipality,Device Number,Main Route,Intersecting Route,Location,Device Type,Device Purpose,Device Priority,Maintenance Responsibility,Latitude (UTM Y [Meters]),Longitude (UTM X [Meters])
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L77,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L77 N side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L78,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L78 N side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L79,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L79 N side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L80,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L80 N side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L81,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L81 N side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 l84,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L84 N side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,VOORHEESVILLE-VILLAGE,47B,NY 085A,Voorhesville HS,Rte 85A @ VOORHESVILLE SCHOOL (SL 30 MPH),BEACON,SIGN,FULL RESPONSE 1,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4721539.592,585137.1402
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,120.1,NY 002,Latham Village,Rte 2 @ LATHAM VILLAGE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733238.849,602139.9
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,122,NY 007,Wade Rd,Rte 7 @ Wade Rd & Wade Rd Ext,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4734469.36,600127.9389
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,133,US 009,Sparrow Bush Rd,US Rte 9 @ SPARROWBUSH RD & ENT. Ramp Rte 7,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4734705.94,601671.65
01 - Albany,01 - Albany,ALBANY,COHOES-CITY,172,NY 787,Tibbits Ave,Rte 787 (Cohoes Arterial) @ TIBBITS AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4733866.42,606444.8601
01 - Albany,01 - Albany,ALBANY,COHOES-CITY,182,NY 032,NY 787,Rte 32 (Broadway) @ RTE 787 & NEW CORTLAND,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4736710.02,606562.47
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,183,NY 146,Old State Rd,Rte 146 (Carmen Rd) @ OLD STATE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4730787.14,587080.67
01 - Albany,01 - Albany,ALBANY,COHOES-CITY,185,NY 787,Bridge Ave,Rte 787 (Cohoes Arterial) @ BRIDGE AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4735972.24,606538.2599
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,24,US 020,NY 146,US Rte 20 (Western Ave) @ RTE 146 (EAST),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4728917.65,588247.5699
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,25,US 020,NY 146,US Rte 20 (Western Ave) @ RTE 146 (WEST),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4729667.91,587427.8499
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,3,US 020,NY 158,US Rte 20 (Western Ave) @ RTE 158,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731875.85,583053.52
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,33,NY 005,Wolf Rd,Rte 5 (Central Ave) @ WOLF RD & I-Rte 87 NB EXIT,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4729124.909,596426.5293
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,34,US 009W,NY 396,US Rte 9W @ RTE 396,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4711341.92,597912.52
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,258 L12,I 090 WB,Fuller Rd,Rte I 90 WB OFF @ Fuller Road ROUND ABOUT LIGHTING L12 (SW) 250W,STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727620.669,595853.7513
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,258 L13,I 090 WB,Fuller Rd,Rte I 90 WB OFF @ Fuller Road ROUND ABOUT LIGHTING L13 (SSW) 250W (also L12),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727601.719,595856.6333
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,258 L14,I 090 WB,Fuller Rd,Rte I 90 WB OFF @ Fuller Road ROUND ABOUT LIGHTING L14 (SSSW) 250W (also L12),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727590.744,595852.975
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,258 L15,I 090 WB,Fuller Rd,Rte I 90 WB OFF @ Fuller Road ROUND ABOUT LIGHTING L15 (SSSE) 250W (also L12),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727582.696,595872.7297
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,258 L16,I 090 WB,Fuller Rd,Rte I 90 WB OFF @ Fuller Road ROUND ABOUT LIGHTING L16 (SSE) 250W (also L12),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727597.695,595883.7045
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,258 L17,I 090 WB,Fuller Rd,Rte I 90 WB OFF @ Fuller Road ROUND ABOUT LIGHTING L17 (SE) 250W (also L12),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727598.792,595892.4844
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,258 L18,I 090 WB,Fuller Rd,Rte I 90 WB OFF @ Fuller Road ROUND ABOUT LIGHTING L18 (SEE) 250W (also L12),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727591.11,595903.0934
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,258 L19,I 090 WB,Fuller Rd,Rte I 90 WB OFF @ Fuller Road ROUND ABOUT LIGHTING L19 (SEEE) 250W (also L12),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727580.135,595922.1164
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,258 L21,I 090 WB,Fuller Rd,Rte I 90 WB OFF @ Fuller Road ROUND ABOUT LIGHTING L21 (NNW) 250W (also L12),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727650.008,595889.5578
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,258 L23,I 090 WB,Fuller Rd,Rte I 90 WB OFF @ Fuller Road ROUND ABOUT LIGHTING L23 (NE) 250W (also L12),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727617.815,595907.1175
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,258 L24,I 090 WB,Fuller Rd,Rte I 90 WB OFF @ Fuller Road ROUND ABOUT LIGHTING L24 (NEE) 250W (also L12),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727609.401,595917.3607
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,258 L25,I 090 WB,Fuller Rd,Rte I 90 WB OFF @ Fuller Road ROUND ABOUT LIGHTING L25 (NEEE) 250W (also L12),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727599.158,595931.6279
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,258 L26,I 090 WB,Fuller Rd,Rte I 90 WB OFF @ Fuller Road ROUND ABOUT LIGHTING L26 (NEEEE) 250W (also L12),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727585.988,595954.675
01 - Albany,01 - Albany,ALBANY,WATERFORD-VILLAGE,901,NY 032,,TRAILER TEMP SIGNAL#1  (pair),3-COLOR SIGNAL,TEMPORARY SIGNAL,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4738660.096,607325.4055
01 - Albany,01 - Albany,ALBANY,WATERFORD-VILLAGE,902,NY 032,,TRAILER TEMP SIGNAL #2  (pair),3-COLOR SIGNAL,TEMPORARY SIGNAL,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4738700.863,607329.6914
01 - Albany,01 - Albany,ALBANY,WATERFORD-VILLAGE,904,NY 032,,MAST ARM TEMP SIGNAL # 2 (pair),3-COLOR SIGNAL,TEMPORARY SIGNAL,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4738692.622,607360.8249
01 - Albany,01 - Albany,ALBANY,WATERVLIET-CITY,259 l2,NY 002,NY 002,"Rte 2, Congress St Bridge, BRIDGE LIGHTING L2 (S side) 250W (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731631.118,606338.2091
01 - Albany,01 - Albany,ALBANY,WATERVLIET-CITY,259 L3,NY 002,NY 002,"Rte 2, Congress St Bridge, BRIDGE LIGHTING L3 (S side) 250W (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731627.405,606354.9164
01 - Albany,01 - Albany,ALBANY,WATERVLIET-CITY,259 L4,NY 002,NY 002,"Rte 2, Congress St Bridge, BRIDGE LIGHTING L4 (S side) 250W (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731620.908,606368.8392
01 - Albany,01 - Albany,ALBANY,WATERVLIET-CITY,259 L5,NY 002,NY 002,"Rte 2, Congress St Bridge, BRIDGE LIGHTING L5 (S side) 250W (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731613.482,606386.4747
01 - Albany,01 - Albany,ALBANY,WATERVLIET-CITY,259 L7,NY 002,NY 002,"Rte 2, Congress St Bridge, BRIDGE LIGHTING L7 (S side) 250W (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4731599.56,606421.7457
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L1,US 009,Dunn Br,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L1 S side",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L2,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L2 S side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L3,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L3 S side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L4,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L4 S side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L5,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L5 S side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L6,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L6 S side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L7,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L7 S side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L9,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L9 S side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L10,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L10 S side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L11,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L11 S side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,260 L12,US 009,US 020,"Rte 9&20 Dunn Mamorial Bridge, BRIDGE LIGHTING L12 S side (also L1)",STREET LIGHT,BRIDGE LIGHTING,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721635.505,602752.6345
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,101 L7,NY 085,NY 140,Rte 85 @ Rte 140  ROUND ABOUT LIGHTING L7 (N) 250W (also L4),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721179.401,593797.5165
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,117 L23,NY 085,Blessing Rd,Rte 85 @ BLESSING RDroundabout lighting L23 (S) 250W (also L19),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722491.173,594451.7304
01 - Albany,01 - Albany,ALBANY,VOORHEESVILLE-VILLAGE,209 L1,NY 085A,NY 155,Rte 85A @ RTE 155 ROUND ABOUT LIGHTING L1 (NN) 100W (also L8),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722476.779,588443.6622
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,240 L5,NY 155,Old Wolf Rd,Route 155 @ Old Wolf Road roundabout lighting L5 (C) 250W (also L3),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732537.39,599002.1322
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,244,NY 002,Utica Ave,Rte 9 @ Saratoga State Park ITS CAMERA,ITS LOCATIONS,ITS CAMERA LOCATION,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4734003.184,600929.8721
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,247,US 009,NY 155,Rte 9 @ Rte 155 ITS CAMERA,ITS LOCATIONS,ITS CAMERA LOCATION,SELECTIVE RESPONSE 3,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4732333.577,601331.8144
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,2N,I 090,Patroon Island Br Nav Lights,Rte I-90 @ PATROON ISLAND BR. NAVIGATION LIGHT,NAVIGATION LIGHTS,NAVIGATION LIGHTS,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4724383.204,604162.2508
01 - Albany,01 - Albany,ALBANY,RENSSELAER-CITY,7B,NY 085,Slingerlands FH,Rte 85 @ SLINGERLANDS FH,BEACON,SIGN,SELECTIVE RESPONSE 3,LOCAL PUBLIC BODY ( PERMIT ),4720263.459,593021.6638
01 - Albany,01 - Albany,ALBANY,BETHLEHEM-TOWN,9B,NY 443,Elesmere Elem,Rte 443 (Delaware Ave) @ ELSMERE ELEM. SCH,BEACON,STANDARD,SELECTIVE RESPONSE 3,PRIVATE ( PERMIT ),4720028.389,596710.137
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,256,I 787 NB,RR Track Lighting,Rte I 787 @ RR Track Lighting (87) 250 Watt,STREET LIGHT,RR TRACK LIGHTING,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722048.351,602366.4497
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,21B,I 090 EB,I 787,I-Rte 90 EB @ I-RTE 787,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4724904.907,603450.3642
01 - Albany,01 - Albany,ALBANY,NEW SCOTLAND-TOWN,109,NY 085,NY 085A,Rte 85 @ RTE 85A,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4720568.92,589991.85
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,128,I 787 SB,Broadway,Rte I-787 SB & MADISON AVE @ BROADWAY,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722048.351,602366.4497
01 - Albany,01 - Albany,ALBANY,VOORHEESVILLE-VILLAGE,12B,NY 085A,Voorhesville Elem,Rte 85A @ VOORHESVILLE ELEM SCHOOL (crossing sign),BEACON,STANDARD,FULL RESPONSE 1,PRIVATE ( PERMIT ),4722399.715,587280.4148
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,202,NY 002,Latham Farms,Rte 2 @ UTICA AVE & LATHAM FARMS,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4734003.768,600929.8192
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,249,US 009,NY 009R,Rte 9 @ Rte 9R & Rte I 87 ITS CAMERA,ITS LOCATIONS,ITS CAMERA LOCATION,SELECTIVE RESPONSE 3,STATE RESPONSIBILITY (STATE OWNED SIGNAL - MUNICIPALITY BACK CHARGED - MAINTAINED BY STATE FORCES),4735219.194,601813.758
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,27B,I 787 NB,Rensselaer Ramp,Rte I-787 NB @ RENSSELAER Ramp,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4721461.843,602157.8929
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,29B,I 090 EB,I 087 NB Rollover Sign,I-Rte 90 EB TO I-RTE 87 NB rollover sign ( right hand side),BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4727813.186,595329.2532
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,32,US 020,Fuller Rd,US Rte 20 (Western Ave) @ FULLER RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4726106.7,595110.2711
01 - Albany,01 - Albany,ALBANY,GUILDERLAND-TOWN,44B,NY 155,Farnsworth Middle School,Rte 155 @ FARNSWORTH SCHOOL,BEACON,STANDARD,SELECTIVE RESPONSE 3,PRIVATE ( PERMIT ),4727221.719,590525.4398
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,112.1,NY 912G,US 020,DUNN BR EB ON Ramp (Rte 912G) @ S. PEARL (US 20),3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722356.27,602113.0601
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,195.1,NY 002,Youngs Pl,Rte 2 @ YOUNGS PLACE,3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732723.779,603407.0075
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,91.1,I 087,NY 155,I-Rte 87 EXIT 5 SB Ramp @ RTE 155 & SHERWOOD,3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732486.83,599477.56
01 - Albany,01 - Albany,ALBANY,ALBANY-CITY,2A,US 009W,T-way Exit 23,US Rte 9W (Southern Blvd) @ T-WAY EXIT 23 EXIT ramp,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4720730.84,600404.1693
01 - Albany,01 - Albany,ALBANY,RENSSELAERVILLE-TOWN,196,NY 081,NY 145,Rte 81 & RTE 910G (Potters Hollow) @ RTE 145,FLASHER,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4696761.39,565397.8104
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,242,NY 007,Albany Shaker Rd,Rte 7 @ Albany Shaker Rd ITS CAMERA,ITS LOCATIONS,ITS CAMERA LOCATION,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4735604.527,596957.6786
01 - Albany,01 - Albany,ALBANY,VOORHEESVILLE-VILLAGE,209 L5,NY 085A,NY 155,Rte 85A @ RTE 155 ROUND ABOUT LIGHTING L5 (SE) 100W (also L8),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4722422.79,588449.6907
01 - Albany,01 - Albany,ALBANY,COLONIE-TOWN,240 L2,NY 155,Old Wolf Rd,Route 155 @ Old Wolf Road roundabout lighting L2 (NW) 250W (also L3),STREET LIGHT,ROUND ABOUT,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4732567.947,598981.4851
